Question title,Question text,Topic,answerText,split
أنا مدمن على التدخين. كيف يمكنني التوقف؟,"أنا أخطط لإنجاب طفل ، لذلك علي الإقلاع عن التدخين - لكن هذا صعب. في بعض الأحيان ليست حاجة جسدية ، إنها عقلية. لا أستطيع منع نفسي من التفكير في التدخين. ما الذي يمكنني فعله للتخلص من هذا الإدمان؟",تعاطي المخدرات,"يمكن أن يكون تحديًا لأي شيء بمجرد أن نضع نصب أعيننا ذلك. غالبًا ما نتوق إلى الأشياء التي نعرف أننا لا نستطيع أو لا يجب أن نحصل عليها. مع ما يقال ، أود أن أشجعك على أن تكون على دراية بجزء الاعتماد الكيميائي للسجائر على عقلك وجسمك. ثم اجعل نفسك على دراية بالجزء العقلي جزء العادة. في كثير من الأحيان ينخرط الناس في التدخين مرة أخرى فقط من الناحية الاجتماعية منه. اجعل نفسك على دراية بهذه الأمور وابتكر خطة للأشياء التي ستفعلها بدلاً من الخروج في فترات انقطاع الدخان ، أو طقوس التدخين في السيارة على الشرفة الخلفية. هناك الكثير من مجموعات الدعم للمساعدة في هذا أيضًا. الإقلاع عن التدخين مصدر جيد.",train
لا أعرف ما إذا كان صديقي السابق يستخدم المواد الأفيونية مرة أخرى,"لقد انفصلت أنا وصديقي مؤخرًا. أسبوع واحد ، كنا بخير ، وفي اليوم التالي ، أخبرني أنه بحاجة إلى مساحة. لقد حذفني تمامًا من حياته. لديه إدمان المواد الأفيونية. ادعى أنه كان رصينًا ، لكن منذ انفصالنا سمعت عنه الكثير من الأكاذيب. هل يمكن أن يتعاطى مرة أخرى وهل هذا الإدمان يؤثر على العقل؟",تعاطي المخدرات,"أثبتت الدراسات أن الإدمان يؤثر على الدماغ ، وهناك العديد من مهارات التأقلم التي يستخدمها المدمنون لتمكينهم من الإدمان أيضًا. أود أن أوصي بأن تتحدث مع شخص ما يتنازل عن علاقتك ومخاوفك. ليس فقط من أجل الحصول على مزيد من الوضوح في الموقف ولكننا غالبًا ما نميل إلى الانجذاب حول أو نحو نفس الأنواع من الأفراد. إن إدراكك لعلاقتك سيساعدك في المستقبل عند إعادة الانخراط في العلاقات الشخصية.",train
هل من المقبول أن آخذ أقراص صديقي بعيدًا؟,"صديقي يسيء استخدام الأدوية الموصوفة لها. على الرغم من أنها أخبرتني أنه ليس لديها المزيد من الحبوب ، وجدت أن لديها وصفات طبية لأدوية القلق.",تعاطي المخدرات,"يحتاج صديقك إلى الاعتراف بأن لديه مشكلة. إذا لم يكن الأمر كذلك ، بغض النظر عن عدد الحبوب التي تتناولها ، فسيجدون طريقة للحصول على المزيد. تعتبر أيضًا جريمة فيدرالية أن تأخذ دواء شخص آخر ، لذلك إذا كنت قد تناولته ، فقد يتم القبض عليك. في حالات أخرى ، قد يكون تناول الدواء أكثر خطورة من التقليل التدريجي منه. مثل أي شيء نضعه في نظامنا ، يتراكم تسامحنا ويمكن أن يؤثر علينا بطرق مختلفة. كنت أستمع إليها وأناقش سبب شعورها بالحاجة إلى تناول الأدوية بدلاً من لعب دور الشرطي السيئ في هذا الموقف. شجعها على الحصول على المساعدة ودعها تعرف أنك موجود من أجلها.",train
هل من المقبول أن آخذ أقراص صديقي بعيدًا؟,"صديقي يسيء استخدام الأدوية الموصوفة لها. على الرغم من أنها أخبرتني أنه ليس لديها المزيد من الحبوب ، وجدت أن لديها وصفات طبية لأدوية القلق.",تعاطي المخدرات,"نواياك الحسنة لمساعدة صديقك على البقاء نظيفة ، تهتم بها بشدة. ما لم تشعر صديقك برغبة في إيقاف الحبوب ، فإن أخذها بعيدًا يعني أنها تجدها في مكان آخر. المشكلة التي يعاني منها أي شخص مدمن على الحبوب هي أن شخص ما من الناحية النفسية وعلى الأقل مع زاناكس ، مدمن جسديًا. أصبح تناول الحبوب أساسًا جزءًا أساسيًا من حياة صديقك ، مشكلتها أكبر من قدرتك على الرعاية ، إذا لم تكن قد فعلت ذلك بالفعل ، أخبر صديقك مباشرة عنك. رأي حول طريقة تعاطيها للأقراص ، هذا ليس ضمانًا بأنها ستتوقف ، إنها طريقة لإظهار اهتمامك بها ، تقديم الحب والنصيحة هي الأشياء الوحيدة التي يمكنك القيام بها من أجلها. من المحتمل أن تؤذي نفسها ، لذا تأكد من الحفاظ على شعور بالتوازن داخل نفسك. قدم اهتمامك واعلم أنها الشخص الذي يجب أن يقرر التوقف عن التعاطي.",train
هل من المقبول أن آخذ أقراص صديقي بعيدًا؟,"صديقي يسيء استخدام الأدوية الموصوفة لها. على الرغم من أنها أخبرتني أنه ليس لديها المزيد من الحبوب ، وجدت أن لديها وصفات طبية لأدوية القلق.",تعاطي المخدرات,"أهلا! شكرا لك على سؤالك. لقد عملت مع العديد من الأشخاص الذين أصبحوا مدمنين على البنزوديازيبينات ، مثل كلونازيبام. إنه طريق صعب للأشخاص الذين يحاولون أن يصبحوا نظيفين. إنه أيضًا طريق صعب جدًا لأولئك الذين يحبون الشخص ويحاولون أن يكونوا داعمين. خلال تلك الأوقات ، من المهم أن تتذكر أن تعتني بنفسك أيضًا. بالنسبة لأخذ حبوب دواء صديقك ، فإن ما يقلقني هو التداعيات القانونية التي يمكن أن تواجهها إذا تم القبض عليك بأدوية موصوفة من قبل شخص آخر ، وخاصة هذه الأنواع من الأدوية. أصبحت قوانيننا أكثر صرامة فيما يتعلق بمبيعات وحيازة العقاقير التي تستلزم وصفة طبية بسبب الزيادة في إساءة استخدام العقاقير التي تستلزم وصفة طبية. بالإضافة إلى ذلك ، من المرجح أن يجد الأشخاص الذين يعانون من الإدمان النشط بعض الوسائل الأخرى للحصول على مخدرهم ، لذلك لن يساعد ذلك كثيرًا في حل المشكلة بشكل عام. لا أعلم عن حالة عائلة صديقك ، لكنها قد تكون طريقًا أفضل لاتخاذه إذا كنت قلقًا بشأن صديقك. قد يكونون متورطين بالفعل ، ولكن بمساعدتك قد تتمكن من إقناع صديقك بالذهاب إلى العلاج عن طيب خاطر. هذا عادة ما يكون أفضل. في العديد من الولايات ، توجد أيضًا عمليات إحالة غير طوعية حيث قد تتمكن عائلة الشخص من إقناع المحكمة بإجبار الشخص على العلاج. هذا يختلف من دولة إلى أخرى. إذا لم تكن عائلة صديقك على علم بهذا الخيار ، فقد يكون هذا شيئًا يجب النظر فيه. عادة ما يستغرق الأمر قريبًا أو مقدمًا طبيًا لبدء هذه العملية إذا كانت متوفرة. أتمنى أن يكون هذا مفيدًا ، وأتمنى لك ولصديقك التوفيق. روبن جيه لاندوير ، DBH ، LPC ، NCC",train
"لقد وجدت أدوية في درج أمهاتي ""ماذا أفعل""؟",إنها زوجة أبي. أنا متأكد من أنها تشتري الأدوية بشكل غير قانوني وتخفيها عن والدي.,تعاطي المخدرات,"أود أن أقترح إجراء محادثة مع والدك ثم إجراء محادثة مع زوجتك كعائلة. عادة ما تكون هناك علامات استخدام أخرى يمكن تفويتها في كثير من الأحيان. كن على دراية بالتغيرات السلوكية وتقلبات المزاج. كن داعمًا ومستعدًا للاستماع في كثير من الأحيان ، حيث يرفض الأشخاص الذين يعانون من الإدمان استخدامه حتى يصبحوا مستعدين للمساعدة.",train
أخي مدمن. لم يفعل شيئًا سوى تدمير عائلتي. لا أعرف كيف أتعامل معها بعد الآن,"كان أخي مدمنًا للهيروين منذ سنوات ، وهو الآن في منتصف الثلاثينيات من عمره. لقد أخذ مني أمي وأجدادي. إنه مريض في رأسه. الآن نقل صديقته إلى المنزل لأن كلاهما تلاعب بنا. اليوم ، ذهبت أمي وأخي من أخمص القدمين حتى أخمص القدمين على صديقته التي لا تساعد في جميع أنحاء المنزل ودائمًا ما تكون منتشية. انتهى بي الأمر بضرب أخي لأنه اقترب جدًا من وجه أمي. أشعر بالفزع ، لكنه دائمًا ما يلجأ إلى صديقته علينا. ضع في اعتبارك أنه يخبر الفتيات الأخريات أنه يكره صديقته ، وأنه أعزب ، وتعيش هنا فقط لأنه يشعر بالسوء. حاولنا طردهم وكل شيء ، لكن لا شيء يعمل. لا يفعلون شيئًا لمحاولة المساعدة.",تعاطي المخدرات,أعتقد أن أفضل شيء بالنسبة لك هو التحدث مع شخص ما حول أفضل طريقة للتعامل مع الموقف. قد يكون من الصعب العيش في منزل مع شخص مدمن حاليًا. من المهم أيضًا أن تدرك أنه لا يمكنك العمل إلا على نفسك. يحتاج الأفراد الآخرون إلى تحمل نفس المساءلة. يحدث التمكين غالبًا في المنازل التي تعاني من الإدمان. يمكن أن تكون بيئة صعبة للعيش فيها.,train
هل يمكنني تسجيل أخي في مصحة للأمراض العقلية؟,تم تشخيص أخي بأنه مصاب بالفصام المصحوب بجنون العظمة ولم يكن يتناول أدويته. لقد كان يستخدم الميثامفيتامين والكحول ووجد نائماً عارياً في درب أمي في درجة حرارة 12. لقد تم تبني من قبل والده (الذي توفي للتو) ولن تتدخل والدته لأنها تخشى المسؤولية المالية. هل لدي الحق في أن أكون قادرًا على توقيع أخي في منشأة للصحة العقلية؟,تعاطي المخدرات,"يؤسفني سماع أن شقيقك يمر بمثل هذا الوقت العصيب. إنه محظوظ لوجودك إلى جانبه (على الرغم من أنه قد لا يراه دائمًا على هذا النحو). وبقدر ما إذا كان بإمكانك تسجيل الدخول ، فهذا يعتمد على الكثير من الأشياء المختلفة ، وأود أن أقترح عليك أن تبحث في Google عن الولاية والمقاطعة أنت تعيش فيه بالإضافة إلى بعض العبارات المشابهة لـ ""الخط الساخن للأزمات"". يمكنهم إخبارك كيف يعمل في تلك المقاطعة. أعتقد أنه يمكنك تسجيل دخوله طالما أنه يفي بمعايير القبول في تلك اللحظة ، لكن لا يمكنني أن أكون متأكدًا تمامًا. يمكنك أيضًا أن تسأل الشخص على الهاتف عن المسؤولية المالية. لم أسمع أن هذه مشكلة ، لكن أعتقد أنها ستعتمد على التأمين. إذا كنت تواجه مشكلة في العثور على خط ساخن محلي ، ففكر في الاتصال برقم الأزمة الوطني (800-273-8255) واطلب منهم مساعدتك في العثور على شخص محلي .",train
هل يمكنني تسجيل أخي في مصحة للأمراض العقلية؟,تم تشخيص أخي بأنه مصاب بالفصام المصحوب بجنون العظمة ولم يكن يتناول أدويته. لقد كان يستخدم الميثامفيتامين والكحول ووجد نائماً عارياً في درب أمي في درجة حرارة 12. لقد تم تبني من قبل والده (الذي توفي للتو) ولن تتدخل والدته لأنها تخشى المسؤولية المالية. هل لدي الحق في أن أكون قادرًا على توقيع أخي في منشأة للصحة العقلية؟,تعاطي المخدرات,"شكرا لطرح هذا السؤال. أعلم أنه قد يكون من الصعب حقًا التعامل مع قضايا مثل هذه ، للإجابة على سؤالك ، قد تتمكن من تزويدك ببعض المساعدة في مجال الصحة العقلية ، حتى لو لم يدرك أنه بحاجة إليها. في معظم الولايات ، يمكن للفرد أن يطلب تقييم الصحة العقلية لأحد أفراد الأسرة إذا كان هذا الفرد يشكل خطرًا على نفسه أو على شخص آخر ، أو إذا كان غير قادر على رعاية احتياجاته الأساسية. يمكنك دائمًا الاتصال بالرقم 911 إذا كنت تشعر بالقلق حيال سلامته المباشرة (على سبيل المثال ، إذا وجدت أنه ينام في الخارج في جو تحت درجة حرارة منخفضة. كبديل للاتصال برقم 911 ، قد تتمكن أيضًا من طلب تقييم من مقدم خدمات الصحة العقلية المعتمد. تختلف من دولة إلى أخرى. إليك رابط مع بعض الموارد الإضافية: http://www.treatmentadvocacycenter.org/someone-i-know-is-in-crisis .",train
هل يمكنني تسجيل أخي في مصحة للأمراض العقلية؟,تم تشخيص أخي بأنه مصاب بالفصام المصحوب بجنون العظمة ولم يكن يتناول أدويته. لقد كان يستخدم الميثامفيتامين والكحول ووجد نائماً عارياً في درب أمي في درجة حرارة 12. لقد تم تبني من قبل والده (الذي توفي للتو) ولن تتدخل والدته لأنها تخشى المسؤولية المالية. هل لدي الحق في أن أكون قادرًا على توقيع أخي في منشأة للصحة العقلية؟,تعاطي المخدرات,"تعتمد الإجابة على الولاية التي تعيش فيها ، نظرًا لأن الوصف الذي تكتبه هنا هو أن أخيك قد يمثل خطرًا جسيمًا على نفسه والآخرين ، فمن الجدير الاتصال بالخط الساخن للصحة العقلية أو أحد مستشفيات المنطقة المحلية والتحدث إلى أخصائي اجتماعي أو أي شخص آخر من المستوى المهني في قسم الطب النفسي. اسأل نفس السؤال الذي نشرته هنا. سؤالك جيد ويستحق المتابعة الجادة.",train
هل يمكنني تسجيل أخي في مصحة للأمراض العقلية؟,تم تشخيص أخي بأنه مصاب بالفصام المصحوب بجنون العظمة ولم يكن يتناول أدويته. لقد كان يستخدم الميثامفيتامين والكحول ووجد نائماً عارياً في درب أمي في درجة حرارة 12. لقد تم تبني من قبل والده (الذي توفي للتو) ولن تتدخل والدته لأنها تخشى المسؤولية المالية. هل لدي الحق في أن أكون قادرًا على توقيع أخي في منشأة للصحة العقلية؟,تعاطي المخدرات,"مرحباً ، قلبي يخرج إليكم وأخوكم وأسرتكم ، يتعاملون مع وضع مؤلم وصعب للغاية. في نيويورك ، لا يمكنك إضفاء الطابع المؤسسي على شخص آخر بشكل مباشر. ومع ذلك ، يمكنك الاتصال بالشرطة أو EMS. إذا اتفقوا على أنه سيستفيد من العلاج في المستشفى (ويبدو أنه سيفعل ذلك) ، فيمكن احتجازه في المستشفى لمدة تصل إلى 72 ساعة ، سواء وافق أم لا. لن تحتجز بعض المستشفيات أي شخص لفترة طويلة ، على الرغم مما قد نريده. لقد رأيت العديد من المرضى داخل وخارج المستشفيات مرات لا تحصى ، وكانت تجربتي أنه قد يكون من الصعب للغاية الاحتفاظ بشخص ما لفترة كافية لتحقيق الاستقرار الجيد وخطة الرعاية اللاحقة المناسبة. تميل المستشفيات في مدينة نيويورك إلى اتباع نهج ""التصحيح والإفراج"" أكثر مما أرغب. لقد كانت تجربتي أن الأسرة تحدث فرقًا. يمكن للعائلة الحازمة والمطلعة والمثابرة تحسين جودة رعاية من تحب. تتعرض المستشفيات لضغوط شديدة لإخراج الناس بسرعة ، لكن لا يمكنها إخراج شخص بلا مأوى دون مكان يذهب إليه. إذا كانت عائلتك على استعداد لقبول أخيك ، فسيكون هذا هو الطريق الأقل مقاومة للمستشفى. إذا رفضت الأسرة ، فسوف يضطرون إلى إيجاد طريق آخر له. يمكنك أيضًا الضغط على المستشفى للإحالة إلى إعادة التأهيل بعد الاستقرار النفسي (والذي قد يستغرق بضعة أيام فقط) وهذا قد يمنح أخيك مزيدًا من الوقت لبدء اتخاذ قرارات صريحة. إذا كان أخوك لديه طبيب نفساني ، فيجب أن يشارك هذا الشخص بنشاط. كان لدي مريض تم ترقيعه وإطلاق سراحه ثلاث مرات ، على الرغم من دعوتي وهو يتوسل حرفياً للبقاء وإيقاف أصواته. أخيرًا حصلنا على 90 يومًا من العلاج في المستشفى لأنني قمت بتسليح طبيبه النفسي بقوة للمطالبة المستشفى بتثبيت حالة مريضه. إذا كان لأخيك تاريخ من عدم الامتثال للأدوية الفموية ، فيمكنك دفع المستشفى للحقن ، مما سيساعد أخيك مرة أخرى على البقاء مستقرًا لفترة أطول. تمنياتي لك ولعائلتك.",train
هل يمكنني تسجيل أخي في مصحة للأمراض العقلية؟,تم تشخيص أخي بأنه مصاب بالفصام المصحوب بجنون العظمة ولم يكن يتناول أدويته. لقد كان يستخدم الميثامفيتامين والكحول ووجد نائماً عارياً في درب أمي في درجة حرارة 12. لقد تم تبني من قبل والده (الذي توفي للتو) ولن تتدخل والدته لأنها تخشى المسؤولية المالية. هل لدي الحق في أن أكون قادرًا على توقيع أخي في منشأة للصحة العقلية؟,تعاطي المخدرات,"يحصل أفراد العائلة أحيانًا على توكيل رسمي على البالغين المستضعفين. إذا كان لديك هذا ، يمكنك فعل شيء من هذا القبيل. أفترض أنك لا تفعل ذلك. هناك خطوات يمكن لأفراد الأسرة اتخاذها من خلال نظام المحاكم لإلزام شخص ما بشكل غير طوعي ، لكنها عملية طويلة. أنا أتعامل مع مثل هذه المواقف كل يوم في العمل. المرة الوحيدة التي يمكن فيها ارتكاب شخص بالغ ضد إرادته هي إذا اعتبره الطبيب (مثل غرفة الطوارئ) تهديدًا للذات أو للآخرين. على سبيل المثال ، إذا كانت لديه أفكار انتحارية وخطة لتنفيذ الإجراء ، أو إذا كانت لديه أفكار قاتلة ضد شخص آخر وخطة لتنفيذه ، فيمكن وضعه في انتظار قصير ، لكن هذه الحجوزات تدوم فقط لمدة بضعة أيام. لا يزال هذا ليس حلاً طويل الأمد. يحق للشخص البالغ رفض العلاج وله الحق في اتخاذ خياراته الخاصة ، مهما كانت تلك الاختيارات سيئة. إذا كانت لديك طريقة لإيصاله إلى غرفة الطوارئ متى حدثت أشياء من هذا القبيل ، مثل العثور عليه نائمًا في الخارج في طقس 12 درجة ، فسيساعد ذلك كثيرًا. قد يلتزمون أو لا يلتزمون بالعلاج على المدى القصير بناءً على الموقف الذي أوصله إلى غرفة الطوارئ ، لكنها بداية. يمكن أن يساعدوه في تحديد مواعيد للعلاج النفسي ويمكنه الحصول على الأدوية. يمكنك المساعدة من خلال اصطحابه إلى المواعيد والتأكد من ملء أدويته. ومع ذلك ، لا يمكنك إجباره على أخذ الأدوية ، لذلك قد يكون هذا شيئًا يحدث كثيرًا. مع وجود عدد كافٍ من المراجع الورقية للعديد من زيارات غرفة الطوارئ وهذا النوع من الأشياء ، ستحظى بفرصة أفضل للحصول على إقامة في جناح نفسي معين من المحكمة. بعض النصائح حول زيارات غرفة الطوارئ: لا ترسله بمفردك. اذهب معه دائمًا أو اجعل شخصًا ما يذهب معه ، لأنك ستتمكن من إعطاء فريق العلاج نظرة ثاقبة أفضل مما يحدث. قد يقول كل شيء على ما يرام ويريد المغادرة ، لذلك لن يكون لديهم أي سبب للاحتفاظ به إذا كان هذا هو الحال. الذهاب معه. إذا حصلت على توكيل عام ، فخذ الأوراق معك عندما تذهب إلى غرفة الطوارئ وإلى مواعيد الطبيب لأنهم لن يأخذوا كلمتك فقط. هم بحاجة لرؤية الأوراق الفعلية. الاحتفاظ بها في ملف في نظامهم ليس جيدًا بما يكفي لأن الأوراق تنتهي صلاحيتها ، وما إلى ذلك. خذها معك في جميع الأوقات. يمكنك أيضًا تجميع سجلاته الطبية وهذا النوع من الأشياء التي يجب أخذها معك حتى يتمكنوا من رؤية تاريخ كامل لما يحدث. ضع في اعتبارك أنه إذا حصلت على توكيل رسمي ، فهذا يجعلك ولي أمره وعليك أن تأخذ العناية به. خلاف ذلك ، يمكن الإبلاغ عن إساءة معاملة البالغين وإهمالهم. في الواقع ، إن تجاهل والدتك وعدم مساعدتها قد يعرضها بالفعل لخطر ذلك لأنها لا تفعل شيئًا عن طيب خاطر لمساعدة شخص يحتاج بوضوح إلى المساعدة. لن تكون مسؤولة مالياً عن فواتير المستشفى أو الطبيب ، لكن يجب أن تتحمل مسؤولية سلامته. يجب على شخص ما. توجد منازل جماعية للأشخاص المصابين بالفصام. ""أن تكون مسؤولاً"" عن شخص ما لا يعني أنه عليك دفع فواتيرهم ، بل يعني فقط أنك ستضمن حصولهم على الرعاية التي يحتاجون إليها. قد تكون هذه الرعاية هي الإيداع في مرفق رعاية طويلة الأجل مثل منزل جماعي أو دار لرعاية المسنين. مستشفيات المرضى النفسيين ليست طويلة الأجل ، لذلك تحتاج إلى النظر في خيارات أخرى طويلة الأجل. الإقامة النفسية للمرضى الداخليين مؤقتة وتهدف إلى تحقيق الاستقرار له ، فهي ليست مكانًا يبقى فيه شخص ما إلى الأبد. حظًا سعيدًا ، وحافظ على السلوك الجيد! اعمل مع فريق علاجه. اطلب عامل اجتماعي. إذا رأوا عائلة ترغب في فعل الشيء الصحيح وترغب في المساعدة ، فسوف يساعدونك حتى لو استغرق الأمر بعض الوقت لتسوية الأمور. أسوأ شيء يمكن لأي شخص القيام به هو عدم الذهاب إلى المواعيد وهذا النوع من الأشياء.",train
كيف يمكنني التوقف عن تعاطي الكحول؟,"لدي اضطراب ثنائي القطب من النوع الثاني ، وأنا مدمن على الكحول والأعشاب الضارة ، وأنا ميؤوس منه. أستمر في الشرب على الرغم من أنه يضر نفسي والآخرين.",تعاطي المخدرات,"يا له من سؤال مهم. أسمع يأسك وخوفك من الضرر الناجم عن تعاطي المخدرات ويبدو أن لديك سببًا للقلق. في حين أنه يمكن أن يكون هناك وصمة عار سلبية حول استخدام المواد ، فإن استخدام المواد في معظم الأحيان هو محاولة للتعامل مع الضيق العاطفي في غياب استراتيجيات التكيف الكافية. نحن جميعًا نبحث عن الراحة عندما نتألم وقد تكون هذه هي الطريقة التي تحصل بها على الراحة - على الرغم من أنها تؤذيك أيضًا. من أجل التوقف عن استخدام الكحول والأعشاب الضارة ، ستحتاج إلى الكثير من الدعم وستحتاج إلى تعلم طرق أخرى للحصول على الراحة عندما تكون في حالة ألم أو تعاني من الأعراض المرتبطة بالاضطراب ثنائي القطب. لا يوجد ما نخجل منه ونحتاج جميعًا إلى المساعدة عندما نكافح. أود أن أشجعك على التواصل للحصول على الدعم بأي طريقة ممكنة. هل تحدثت مع مقدمي الرعاية الصحية عن مخاوفك أو أصدقائك أو أفراد أسرتك؟ فيما يلي بعض روابط الموارد في Whistler والتي قد تكون مفيدة: 9509054_9509054 / whistler_mental_health_and_addictionhttp: //mywcss.org/programs/counselling-assistance/http: //redbookonline.bc211.ca/organization/9489472/alcoholics_anonymous_aa___squamishwhistler",train
كيف يمكنني التوقف عن تعاطي الكحول؟,"لدي اضطراب ثنائي القطب من النوع الثاني ، وأنا مدمن على الكحول والأعشاب الضارة ، وأنا ميؤوس منه. أستمر في الشرب على الرغم من أنه يضر نفسي والآخرين.",تعاطي المخدرات,"قد تشعر باليأس ولكنك لست ميؤوسًا منه. يصعب التغلب على أنواع الإدمان من أي نوع ، خاصة عندما تعمل على دفن الألم والمعاناة التي يعاني منها المرء. ليس من المستحيل التغلب على تعاطي الكحول أو المخدرات / الإدمان / الاعتماد بنفسك ، ولكن من المحتمل أن تجد نجاحًا أكبر بكثير بمساعدة معالج أو نظام دعم آخر مثل إعادة التأهيل أو مدمنو الكحول المجهولون. أقترح إجراء القليل من البحث لمعرفة نوع المساعدة المتاحة والمجدية لك في منطقتك والانتقال من هناك. اعلم أن التعافي يستغرق وقتًا واستعدادًا وجهدًا. لا تستسلم وتذكر أنك لست ميؤوسًا منه. يمكنك اختيار تغيير عاداتك وتعلم طرق جديدة للتكيف الصحي. حظا سعيدا لك!",train
كيف يمكنني التوقف عن تعاطي الكحول؟,"لدي اضطراب ثنائي القطب من النوع الثاني ، وأنا مدمن على الكحول والأعشاب الضارة ، وأنا ميؤوس منه. أستمر في الشرب على الرغم من أنه يضر نفسي والآخرين.",تعاطي المخدرات,"أي شخص يريد تغيير مسار حياته ، سينجح في النهاية في ذلك. تتضمن كيفية التوقف عن تعاطي الكحول بضع خطوات ، معظمها يستغرق وقتًا طويلاً ، مع تقدم بطيء وغالبًا ما يكون مصحوبًا بألم عاطفي هائل ، والطريق الأساسي هو معرفة ما الذي يحفزك على الإفراط في شرب الكحول والإدمان على الحشيش. دائمًا ما يكون الإدمان متجذرًا في الشخص الذي عانى من الشعور بالتجاهل الشديد والإذلال والعار وغير المرئي ، ولا شيء ممتع للغاية ، منذ سن مبكرة جدًا ، وعادةً ما يبدأ حوالي 18 شهرًا. بالغون في عائلاتهم ، مع عدم وجود منفذ للتعبير العاطفي أو التنشئة ، ينتقل الإحباط إلى الداخل حتى يشعر الألم العاطفي بأنه كبير جدًا وبدون منفذ ، لذلك ، يقنع الناس ويخدرون بالمواد ، سواء كان ذلك طعامًا أو شوكولاتة أو عملًا أو كحولًا ، الأعشاب الضارة: العلاج الذي يعتمد على الإنسانية ، هو أفضل من العلاج الموجه نحو الأدوية والتشخيص ، إذا كنت ترغب في أن تكون جادًا في معرفة هويتك ، بما في ذلك أي معاملة غير عادلة لك خلال سنوات نموك ، يمكنك القيام بذلك. هذا ، فبمجرد أن يكون لديك احترام لذاتك ووعي أقوى ، من الطبيعي أن تتجنب المخدرات لأنها تؤذي الناس. إيذاء النفس هو عكس احترام الذات ، وقد لا يكون ذلك صحيحًا على الإطلاق فيما يتعلق بتشخيصك. يحب نظام الرعاية الصحية في الولايات المتحدة بيع الأدوية للأشخاص ، ويتم تشجيع الأطباء في الوكالات والعيادات على العثور على شيء خاطئ مع الأشخاص من أجل العثور على عميل جديد سيتعاطى الأدوية. تحقق مما إذا كان بإمكانك العثور على معالج ذي عقلية مستقلة ، وبالتالي فهو مجاني للتفاعل معك علاجيًا كإنسان ، وليس كعميل محتمل إذا كان بإمكانهم تصنيفك على أنك تمتلك شيئًا ""خاطئًا"". هذا ببساطة يستمر في الخط الطويل من الشعور بالخزي من قبل الآخرين الذين تسببوا في مشكلة الإدمان في المقام الأول. حظا طيبا وفقك الله!",train
كيف يمكنني التوقف عن تعاطي الكحول؟,"لدي اضطراب ثنائي القطب من النوع الثاني ، وأنا مدمن على الكحول والأعشاب الضارة ، وأنا ميؤوس منه. أستمر في الشرب على الرغم من أنه يضر نفسي والآخرين.",تعاطي المخدرات,"هذه العلاقة مع والدك تبدو صعبة للغاية. من الصعب أن نقول مرارًا وتكرارًا كيف أننا لسنا جيدين بما يكفي. دعني أقدم لك هذا ، في كثير من الأحيان عندما نقول أشياء قاسية ، لئيمة ، سيئة للآخرين ، فإننا ببساطة نعرض أفكارنا الخاصة عن أنفسنا. أنا لا أدعو إلى أن هذا لا بأس به ، يبدو أن والدك يمكنه أيضًا استخدام بعض الدعم. عليك أن تتخذ قرارك الخاص بشأن هذا الأمر ، فهذه هي حياتك ، وإذا وجدت نفسك في موقف لا يناسبك ، فقم بإجراء تغيير.",train
كيف يمكنني التوقف عن تعاطي الكحول؟,"لدي اضطراب ثنائي القطب من النوع الثاني ، وأنا مدمن على الكحول والأعشاب الضارة ، وأنا ميؤوس منه. أستمر في الشرب على الرغم من أنه يضر نفسي والآخرين.",تعاطي المخدرات,"الخطوة الأولى للتغيير هي الاعتراف بأن لديك مشكلة تحتاج إلى التغيير. كثيرا ما تجعلنا مشاكلنا في حالة إنكار. على الرغم من أن الشعور باليأس هو شعور غير مريح ، إلا أنه يوحي لي أنك تعرف أنه لا يمكنك القيام بذلك بمفردك. أفضل مسار علاج لك هو معالجة كل هذه المشاكل معًا. يمكن أن يكون التخلص من السموم الكحولية خطيرًا جدًا ، لذا من المهم أن تقوم بذلك تحت إشراف مقدم الرعاية الطبية ؛ ويفضل أن يكون شخص متخصص في الإدمان. اعلم أيضًا أنه على الرغم من أن الماريجوانا قد لا تبدو كبيرة مثل مشكلة الكحول ، إلا أنها ستؤدي إلى زيادة الرغبة الشديدة في تناول الكحول ، لذا يلزم الامتناع التام عن المخدرات والكحول. أوصي حقًا بإقامة المريض في المستشفى لمدة 30 يومًا على الأقل لأي شخص يتعامل مع الإدمان ، سواء كان مصحوبًا بمشاكل الصحة العقلية أم لا. إذا لم يكن هذا ممكنًا ، فسيكون أفضل شيء تاليًا هو برنامج مكثف للمرضى الخارجيين يعالج كلاً من الإدمان ومشكلات الصحة العقلية. اعلم أن هناك أملًا في ما تمر به. يمكنك التحكم في هذه القضايا. الخطوة التالية هي العثور على الفريق و / أو المنشأة التي ستساعدك على القيام بذلك.",train
